ville;code_epci;nom_epci;code_commune;nom_commune;code_departement;population;est_centre
Nice;200030195;Métropole Nice Côte d'Azur;06149;La Trinité;06;10602;False
Nice;200030195;Métropole Nice Côte d'Azur;06151;Utelle;06;805;False
Nice;200030195;Métropole Nice Côte d'Azur;06153;Valdeblore;06;835;False
Nice;200030195;Métropole Nice Côte d'Azur;06156;Venanson;06;195;False
Nice;200030195;Métropole Nice Côte d'Azur;06157;Vence;06;19917;False
Nice;200030195;Métropole Nice Côte d'Azur;06159;Villefranche-sur-Mer;06;5008;False
Nantes;244400404;Nantes Métropole;44009;Basse-Goulaine;44;9679;False
Nantes;244400404;Nantes Métropole;44018;Bouaye;44;8343;False
Nantes;244400404;Nantes Métropole;44020;Bouguenais;44;20530;False
Nantes;244400404;Nantes Métropole;44024;Brains;44;2709;False
Nantes;244400404;Nantes Métropole;44026;Carquefou;44;20921;False
Nantes;244400404;Nantes Métropole;44035;La Chapelle-sur-Erdre;44;20690;False
Nantes;244400404;Nantes Métropole;44047;Couëron;44;24103;False
Nantes;244400404;Nantes Métropole;44074;Indre;44;4160;False
Nantes;244400404;Nantes Métropole;44094;Mauves-sur-Loire;44;3409;False
Nantes;244400404;Nantes Métropole;44101;La Montagne;44;6505;False
Nantes;244400404;Nantes Métropole;44109;Nantes;44;327734;True
Nantes;244400404;Nantes Métropole;44114;Orvault;44;28534;False
Nantes;244400404;Nantes Métropole;44120;Le Pellerin;44;5319;False
Nantes;244400404;Nantes Métropole;44143;Rezé;44;43556;False
Nantes;244400404;Nantes Métropole;44150;Saint-Aignan-Grandlieu;44;3996;False
Nantes;244400404;Nantes Métropole;44162;Saint-Herblain;44;50973;False
Nantes;244400404;Nantes Métropole;44166;Saint-Jean-de-Boiseau;44;6067;False
Nantes;244400404;Nantes Métropole;44171;Saint-Léger-les-Vignes;44;2171;False
Nantes;244400404;Nantes Métropole;44172;Sainte-Luce-sur-Loire;44;16400;False
Nantes;244400404;Nantes Métropole;44190;Saint-Sébastien-sur-Loire;44;28596;False
Nantes;244400404;Nantes Métropole;44194;Sautron;44;8555;False
Nantes;244400404;Nantes Métropole;44198;Les Sorinières;44;9275;False
Nantes;244400404;Nantes Métropole;44204;Thouaré-sur-Loire;44;11004;False
Nantes;244400404;Nantes Métropole;44215;Vertou;44;26227;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34022;Baillargues;34;7829;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34027;Beaulieu;34;2264;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34057;Castelnau-le-Lez;34;26058;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34058;Castries;34;6883;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34077;Clapiers;34;6006;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34087;Cournonsec;34;3616;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34088;Cournonterral;34;7359;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34090;Le Crès;34;9226;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34095;Fabrègues;34;7447;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34116;Grabels;34;9092;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34120;Jacou;34;6924;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34123;Juvignac;34;14055;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34129;Lattes;34;17351;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34134;Lavérune;34;3302;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34164;Montaud;34;1014;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34169;Montferrier-sur-Lez;34;4135;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34172;Montpellier;34;310240;True
Montpellier;243400017;Montpellier Méditerranée Métropole;34179;Murviel-lès-Montpellier;34;2075;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34198;Pérols;34;9615;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34202;Pignan;34;8431;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34217;Prades-le-Lez;34;6184;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34227;Restinclières;34;2612;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34244;Saint-Brès;34;3623;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34249;Saint-Drézéry;34;3006;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34256;Saint-Geniès-des-Mourgues;34;2148;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34259;Saint-Georges-d'Orques;34;5676;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34270;Saint-Jean-de-Védas;34;13328;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34295;Saussan;34;2069;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34307;Sussargues;34;2840;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34327;Vendargues;34;7262;False
Montpellier;243400017;Montpellier Méditerranée Métropole;34337;Villeneuve-lès-Maguelone;34;10872;False
Bordeaux;243300316;Bordeaux Métropole;33003;Ambarès-et-Lagrave;33;17644;False
Bordeaux;243300316;Bordeaux Métropole;33004;Ambès;33;3313;False
Bordeaux;243300316;Bordeaux Métropole;33013;Artigues-près-Bordeaux;33;8687;False
Bordeaux;243300316;Bordeaux Métropole;33032;Bassens;33;8435;False
Bordeaux;243300316;Bordeaux Métropole;33039;Bègles;33;31831;False
Bordeaux;243300316;Bordeaux Métropole;33056;Blanquefort;33;17215;False
Bordeaux;243300316;Bordeaux Métropole;33063;Bordeaux;33;267991;True
Bordeaux;243300316;Bordeaux Métropole;33065;Bouliac;33;3804;False
Bordeaux;243300316;Bordeaux Métropole;33069;Le Bouscat;33;25081;False
Bordeaux;243300316;Bordeaux Métropole;33075;Bruges;33;20020;False
Bordeaux;243300316;Bordeaux Métropole;33096;Carbon-Blanc;33;8331;False
Bordeaux;243300316;Bordeaux Métropole;33119;Cenon;33;26834;False
Bordeaux;243300316;Bordeaux Métropole;33162;Eysines;33;24825;False
Bordeaux;243300316;Bordeaux Métropole;33167;Floirac;33;18300;False
Bordeaux;243300316;Bordeaux Métropole;33192;Gradignan;33;26952;False
Bordeaux;243300316;Bordeaux Métropole;33200;Le Haillan;33;11392;False
Bordeaux;243300316;Bordeaux Métropole;33249;Lormont;33;25769;False
Bordeaux;243300316;Bordeaux Métropole;33273;Martignas-sur-Jalle;33;8056;False
Bordeaux;243300316;Bordeaux Métropole;33281;Mérignac;33;78090;False
Bordeaux;243300316;Bordeaux Métropole;33312;Parempuyre;33;10672;False
Bordeaux;243300316;Bordeaux Métropole;33318;Pessac;33;67339;False
Bordeaux;243300316;Bordeaux Métropole;33376;Saint-Aubin-de-Médoc;33;7769;False
Bordeaux;243300316;Bordeaux Métropole;33434;Saint-Louis-de-Montferrand;33;2051;False
Bordeaux;243300316;Bordeaux Métropole;33449;Saint-Médard-en-Jalles;33;32910;False
Bordeaux;243300316;Bordeaux Métropole;33487;Saint-Vincent-de-Paul;33;1067;False
Bordeaux;243300316;Bordeaux Métropole;33519;Le Taillan-Médoc;33;11073;False
Bordeaux;243300316;Bordeaux Métropole;33522;Talence;33;46338;False
Bordeaux;243300316;Bordeaux Métropole;33550;Villenave-d'Ornon;33;42545;False
Lille;200093201;Métropole Européenne de Lille;59005;Allennes-les-Marais;59;3545;False
Lille;200093201;Métropole Européenne de Lille;59009;Villeneuve-d'Ascq;59;62868;False
Lille;200093201;Métropole Européenne de Lille;59011;Annœullin;59;10847;False
Lille;200093201;Métropole Européenne de Lille;59013;Anstaing;59;1631;False
Lille;200093201;Métropole Européenne de Lille;59017;Armentières;59;26998;False
Lille;200093201;Métropole Européenne de Lille;59025;Aubers;59;1749;False
Lille;200093201;Métropole Européenne de Lille;59044;Baisieux;59;5545;False
Lille;200093201;Métropole Européenne de Lille;59051;La Bassée;59;6650;False
Lille;200093201;Métropole Européenne de Lille;59052;Bauvin;59;5249;False
Lille;200093201;Métropole Européenne de Lille;59056;Beaucamps-Ligny;59;845;False
Lille;200093201;Métropole Européenne de Lille;59088;Bois-Grenier;59;1775;False
Lille;200093201;Métropole Européenne de Lille;59090;Bondues;59;9747;False
Lille;200093201;Métropole Européenne de Lille;59098;Bousbecque;59;4978;False
Lille;200093201;Métropole Européenne de Lille;59106;Bouvines;59;766;False
Lille;200093201;Métropole Européenne de Lille;59128;Capinghem;59;2728;False
Lille;200093201;Métropole Européenne de Lille;59133;Carnin;59;1105;False
Lille;200093201;Métropole Européenne de Lille;59143;La Chapelle-d'Armentières;59;8754;False
Lille;200093201;Métropole Européenne de Lille;59146;Chéreng;59;3078;False
Lille;200093201;Métropole Européenne de Lille;59152;Comines;59;12731;False
Lille;200093201;Métropole Européenne de Lille;59163;Croix;59;20566;False
Lille;200093201;Métropole Européenne de Lille;59173;Deûlémont;59;1778;False
Lille;200093201;Métropole Européenne de Lille;59193;Emmerin;59;3026;False
Lille;200093201;Métropole Européenne de Lille;59195;Englos;59;618;False
Lille;200093201;Métropole Européenne de Lille;59196;Ennetières-en-Weppes;59;1280;False
Lille;200093201;Métropole Européenne de Lille;59201;Erquinghem-le-Sec;59;620;False
Lille;200093201;Métropole Européenne de Lille;59202;Erquinghem-Lys;59;5341;False
Lille;200093201;Métropole Européenne de Lille;59208;Escobecques;59;302;False
Lille;200093201;Métropole Européenne de Lille;59220;Faches-Thumesnil;59;18619;False
Lille;200093201;Métropole Européenne de Lille;59247;Forest-sur-Marque;59;1662;False
Lille;200093201;Métropole Européenne de Lille;59250;Fournes-en-Weppes;59;2179;False
Lille;200093201;Métropole Européenne de Lille;59252;Frelinghien;59;2609;False
Lille;200093201;Métropole Européenne de Lille;59256;Fretin;59;3214;False
Lille;200093201;Métropole Européenne de Lille;59257;Fromelles;59;1161;False
Lille;200093201;Métropole Européenne de Lille;59275;Gruson;59;1207;False
Lille;200093201;Métropole Européenne de Lille;59278;Hallennes-lez-Haubourdin;59;4683;False
Lille;200093201;Métropole Européenne de Lille;59279;Halluin;59;20715;False
Lille;200093201;Métropole Européenne de Lille;59281;Hantay;59;1244;False
Lille;200093201;Métropole Européenne de Lille;59286;Haubourdin;59;15074;False
Lille;200093201;Métropole Européenne de Lille;59299;Hem;59;18582;False
Lille;200093201;Métropole Européenne de Lille;59303;Herlies;59;2267;False
Lille;200093201;Métropole Européenne de Lille;59316;Houplin-Ancoisne;59;3326;False
Lille;200093201;Métropole Européenne de Lille;59317;Houplines;59;7921;False
Lille;200093201;Métropole Européenne de Lille;59320;Illies;59;1712;False
Lille;200093201;Métropole Européenne de Lille;59328;Lambersart;59;27090;False
Lille;200093201;Métropole Européenne de Lille;59332;Lannoy;59;1812;False
Lille;200093201;Métropole Européenne de Lille;59339;Leers;59;9521;False
Lille;200093201;Métropole Européenne de Lille;59343;Lesquin;59;9600;False
Lille;200093201;Métropole Européenne de Lille;59346;Lezennes;59;2978;False
Lille;200093201;Métropole Européenne de Lille;59350;Lille;59;238246;True
Lille;200093201;Métropole Européenne de Lille;59352;Linselles;59;8161;False
Lille;200093201;Métropole Européenne de Lille;59356;Lompret;59;2155;False
Lille;200093201;Métropole Européenne de Lille;59360;Loos;59;22567;False
Lille;200093201;Métropole Européenne de Lille;59367;Lys-lez-Lannoy;59;14050;False
Lille;200093201;Métropole Européenne de Lille;59368;La Madeleine;59;21790;False
Lille;200093201;Métropole Européenne de Lille;59371;Le Maisnil;59;628;False
Lille;200093201;Métropole Européenne de Lille;59378;Marcq-en-Barœul;59;40184;False
Lille;200093201;Métropole Européenne de Lille;59386;Marquette-lez-Lille;59;12622;False
Lille;200093201;Métropole Européenne de Lille;59388;Marquillies;59;1961;False
Lille;200093201;Métropole Européenne de Lille;59410;Mons-en-Barœul;59;21105;False
Lille;200093201;Métropole Européenne de Lille;59421;Mouvaux;59;13369;False
Lille;200093201;Métropole Européenne de Lille;59426;Neuville-en-Ferrain;59;10002;False
Lille;200093201;Métropole Européenne de Lille;59437;Noyelles-lès-Seclin;59;838;False
Lille;200093201;Métropole Européenne de Lille;59457;Pérenchies;59;8455;False
Lille;200093201;Métropole Européenne de Lille;59458;Péronne-en-Mélantois;59;1025;False
Lille;200093201;Métropole Européenne de Lille;59470;Prémesques;59;2031;False
Lille;200093201;Métropole Européenne de Lille;59477;Provin;59;4428;False
Lille;200093201;Métropole Européenne de Lille;59482;Quesnoy-sur-Deûle;59;6805;False
Lille;200093201;Métropole Européenne de Lille;59487;Radinghem-en-Weppes;59;1410;False
Lille;200093201;Métropole Européenne de Lille;59507;Ronchin;59;19787;False
Lille;200093201;Métropole Européenne de Lille;59508;Roncq;59;14075;False
Lille;200093201;Métropole Européenne de Lille;59512;Roubaix;59;98286;False
Lille;200093201;Métropole Européenne de Lille;59522;Sailly-lez-Lannoy;59;1923;False
Lille;200093201;Métropole Européenne de Lille;59523;Sainghin-en-Mélantois;59;2840;False
Lille;200093201;Métropole Européenne de Lille;59524;Sainghin-en-Weppes;59;5638;False
Lille;200093201;Métropole Européenne de Lille;59527;Saint-André-lez-Lille;59;13233;False
Lille;200093201;Métropole Européenne de Lille;59550;Salomé;59;3182;False
Lille;200093201;Métropole Européenne de Lille;59553;Santes;59;5652;False
Lille;200093201;Métropole Européenne de Lille;59560;Seclin;59;13261;False
Lille;200093201;Métropole Européenne de Lille;59566;Sequedin;59;4675;False
Lille;200093201;Métropole Européenne de Lille;59585;Templemars;59;3669;False
Lille;200093201;Métropole Européenne de Lille;59598;Toufflers;59;3957;False
Lille;200093201;Métropole Européenne de Lille;59599;Tourcoing;59;98772;False
Lille;200093201;Métropole Européenne de Lille;59602;Tressin;59;1386;False
Lille;200093201;Métropole Européenne de Lille;59609;Vendeville;59;1654;False
Lille;200093201;Métropole Européenne de Lille;59611;Verlinghem;59;2682;False
Lille;200093201;Métropole Européenne de Lille;59636;Wambrechies;59;11012;False
Lille;200093201;Métropole Européenne de Lille;59643;Warneton;59;231;False
Lille;200093201;Métropole Européenne de Lille;59646;Wasquehal;59;20726;False
Lille;200093201;Métropole Européenne de Lille;59648;Wattignies;59;15525;False
Lille;200093201;Métropole Européenne de Lille;59650;Wattrelos;59;40847;False
Lille;200093201;Métropole Européenne de Lille;59653;Wavrin;59;7758;False
Lille;200093201;Métropole Européenne de Lille;59656;Wervicq-Sud;59;5426;False
Lille;200093201;Métropole Européenne de Lille;59658;Wicres;59;581;False
Lille;200093201;Métropole Européenne de Lille;59660;Willems;59;2941;False
Lille;200093201;Métropole Européenne de Lille;59670;Don;59;1387;False
Rennes;243500139;Rennes Métropole;35001;Acigné;35;6874;False
Rennes;243500139;Rennes Métropole;35022;Bécherel;35;677;False
Rennes;243500139;Rennes Métropole;35024;Betton;35;12964;False
Rennes;243500139;Rennes Métropole;35032;Bourgbarré;35;4804;False
Rennes;243500139;Rennes Métropole;35039;Brécé;35;2232;False
Rennes;243500139;Rennes Métropole;35047;Bruz;35;19683;False
Rennes;243500139;Rennes Métropole;35051;Cesson-Sévigné;35;18761;False
Rennes;243500139;Rennes Métropole;35055;Chantepie;35;10670;False
Rennes;243500139;Rennes Métropole;35058;La Chapelle-Chaussée;35;1298;False
Rennes;243500139;Rennes Métropole;35059;La Chapelle-des-Fougeretz;35;4738;False
Rennes;243500139;Rennes Métropole;35065;La Chapelle-Thouarault;35;2304;False
Rennes;243500139;Rennes Métropole;35066;Chartres-de-Bretagne;35;8880;False
Rennes;243500139;Rennes Métropole;35076;Chavagne;35;4709;False
Rennes;243500139;Rennes Métropole;35079;Chevaigné;35;2397;False
Rennes;243500139;Rennes Métropole;35080;Cintré;35;2645;False
Rennes;243500139;Rennes Métropole;35081;Clayes;35;947;False
Rennes;243500139;Rennes Métropole;35088;Corps-Nuds;35;3567;False
Rennes;243500139;Rennes Métropole;35120;Gévezé;35;6061;False
Rennes;243500139;Rennes Métropole;35131;L'Hermitage;35;4730;False
Rennes;243500139;Rennes Métropole;35139;Laillé;35;5225;False
Rennes;243500139;Rennes Métropole;35144;Langan;35;1106;False
Rennes;243500139;Rennes Métropole;35180;Miniac-sous-Bécherel;35;776;False
Rennes;243500139;Rennes Métropole;35189;Montgermont;35;3827;False
Rennes;243500139;Rennes Métropole;35196;Mordelles;35;7911;False
Rennes;243500139;Rennes Métropole;35204;Nouvoitou;35;3911;False
Rennes;243500139;Rennes Métropole;35206;Noyal-Châtillon-sur-Seiche;35;8359;False
Rennes;243500139;Rennes Métropole;35208;Orgères;35;5732;False
Rennes;243500139;Rennes Métropole;35210;Pacé;35;11703;False
Rennes;243500139;Rennes Métropole;35216;Parthenay-de-Bretagne;35;1793;False
Rennes;243500139;Rennes Métropole;35238;Rennes;35;230890;True
Rennes;243500139;Rennes Métropole;35240;Le Rheu;35;9839;False
Rennes;243500139;Rennes Métropole;35245;Romillé;35;4189;False
Rennes;243500139;Rennes Métropole;35250;Saint-Armel;35;2433;False
Rennes;243500139;Rennes Métropole;35266;Saint-Erblon;35;3651;False
Rennes;243500139;Rennes Métropole;35275;Saint-Gilles;35;5576;False
Rennes;243500139;Rennes Métropole;35278;Saint-Grégoire;35;9957;False
Rennes;243500139;Rennes Métropole;35281;Saint-Jacques-de-la-Lande;35;13800;False
Rennes;243500139;Rennes Métropole;35315;Saint-Sulpice-la-Forêt;35;1580;False
Rennes;243500139;Rennes Métropole;35334;Thorigné-Fouillard;35;8667;False
Rennes;243500139;Rennes Métropole;35351;Le Verger;35;1389;False
Rennes;243500139;Rennes Métropole;35352;Vern-sur-Seiche;35;8207;False
Rennes;243500139;Rennes Métropole;35353;Vezin-le-Coquet;35;6471;False
Rennes;243500139;Rennes Métropole;35363;Pont-Péan;35;4245;False
